,drugbank_id,category,uniprot_id,organism
13196,DB12001,carrier,P02768,Humans
13197,DB12001,transporter,Q96FL8,Humans
13198,DB12001,transporter,Q86VL8,Humans
13199,DB12001,transporter,O15244,Humans
13200,DB12001,transporter,Q9UNQ0,Humans
13201,DB12001,transporter,P08183,Humans
13202,DB12010,target,P43405,Humans
13203,DB12010,target,P0DMS8,Humans
13204,DB12010,target,Q99870,Humans
13205,DB12010,target,O00519,Humans
13206,DB12010,target,Q99808,Humans
13207,DB12010,target,P22309,Humans
13208,DB12010,target,O76074,Humans
13209,DB12010,target,P09917,Humans
13210,DB12010,target,P25774,Humans
13211,DB12010,target,P07711,Humans
13212,DB12010,target,P00519,Humans
13213,DB12010,target,P62344,Plasmodium falciparum (isolate 3D7)
13214,DB12010,target,P9WI81,Mycobacterium tuberculosis
13215,DB12010,target,Q9UK32,Humans
13216,DB12010,target,P29597,Humans
13217,DB12010,target,Q8NI60,Humans
13218,DB12010,target,P23458,Humans
13219,DB12010,target,P08581,Humans
13220,DB12010,target,Q8IY84,Humans
13221,DB12010,target,Q9P289,Humans
13222,DB12010,target,P17612,Humans
13223,DB12010,target,Q9Y6E0,Humans
13224,DB12010,target,Q13188,Humans
13225,DB12010,target,P42680,Humans
13226,DB12010,target,Q9BYT3,Humans
13227,DB12010,target,Q8TDR2,Humans
13228,DB12010,target,Q9NRP7,Humans
13229,DB12010,target,Q15208,Humans
13230,DB12010,target,Q9Y2H1,Humans
13231,DB12010,target,Q9UEW8,Humans
13232,DB12010,target,Q7L7X3,Humans
13233,DB12010,target,Q9UL54,Humans
13234,DB12010,target,Q9H2K8,Humans
13235,DB12010,target,Q9UHD2,Humans
13236,DB12010,target,Q02763,Humans
13237,DB12010,target,Q15569,Humans
13238,DB12010,target,P36897,Humans
13239,DB12010,target,P37173,Humans
13240,DB12010,target,P35590,Humans
13241,DB12010,target,Q9UKI8,Humans
13242,DB12010,target,Q86UE8,Humans
13243,DB12010,target,Q9UKE5,Humans
13244,DB12010,target,Q13470,Humans
13245,DB12010,target,Q07912,Humans
13246,DB12010,target,Q59H18,Humans
13247,DB12010,target,Q9BXA7,Humans
13248,DB12010,target,P33981,Humans
13249,DB12010,target,P42681,Humans
13250,DB12010,target,Q06418,Humans
13251,DB12010,target,O75385,Humans
13252,DB12010,target,Q8IYT8,Humans
13253,DB12010,target,Q6PHR2,Humans
13254,DB12010,target,P30291,Humans
13255,DB12010,target,P07947,Humans
13256,DB12010,target,Q56UN5,Humans
13257,DB12010,target,Q9NYL2,Humans
13258,DB12010,target,P43403,Humans
13259,DB12010,target,Q2M2I8,Humans
13260,DB12010,target,P42684,Humans
13261,DB12010,target,Q04771,Humans
13262,DB12010,target,P36896,Humans
13263,DB12010,target,Q96D53,Humans
13264,DB12010,target,Q9UM73,Humans
13265,DB12010,target,Q8NFD2,Humans
13266,DB12010,target,O14965,Humans
13267,DB12010,target,Q96GD4,Humans
13268,DB12010,target,Q9UQB9,Humans
13269,DB12010,target,P30530,Humans
13270,DB12010,target,P51451,Humans
13271,DB12010,target,Q9NSY1,Humans
13272,DB12010,target,O00238,Humans
13273,DB12010,target,Q13873,Humans
13274,DB12010,target,P51813,Humans
13275,DB12010,target,P15056,Humans
13276,DB12010,target,Q06187,Humans
13277,DB12010,target,Q14012,Humans
13278,DB12010,target,Q8IU85,Humans
13279,DB12010,target,Q96NX5,Humans
13280,DB12010,target,Q9UQM7,Humans
13281,DB12010,target,Q13554,Humans
13282,DB12010,target,Q13557,Humans
13283,DB12010,target,Q13555,Humans
13284,DB12010,target,Q8N5S9,Humans
13285,DB12010,target,Q96RR4,Humans
13286,DB12010,target,O14936,Humans
13287,DB12010,target,P07498,Humans
13288,DB12010,target,P06493,Humans
13289,DB12010,target,Q6DT37,Humans
13290,DB12010,target,P11802,Humans
13291,DB12010,target,Q00532,Humans
13292,DB12010,target,Q92772,Humans
13293,DB12010,target,O14757,Humans
13294,DB12010,target,O96017,Humans
13295,DB12010,target,O14578,Humans
13296,DB12010,target,P49759,Humans
13297,DB12010,target,P49760,Humans
13298,DB12010,target,P49761,Humans
13299,DB12010,target,Q9HAZ1,Humans
13300,DB12010,target,P07333,Humans
13301,DB12010,target,P41240,Humans
13302,DB12010,target,P48729,Humans
13303,DB12010,target,P68400,Humans
13304,DB12010,target,P19784,Humans
13305,DB12010,target,P53355,Humans
13306,DB12010,target,Q9UIK4,Humans
13307,DB12010,target,O43293,Humans
13308,DB12010,target,O15075,Humans
13309,DB12010,target,Q8N568,Humans
13310,DB12010,target,Q9C098,Humans
13311,DB12010,target,Q08345,Humans
13312,DB12010,target,Q16832,Humans
13313,DB12010,target,Q13627,Humans
13314,DB12010,target,Q9Y463,Humans
13315,DB12010,target,P00533,Humans
13316,DB12010,target,Q9BQI3,Humans
13317,DB12010,target,P19525,Humans
13318,DB12010,target,Q9P2K8,Humans
13319,DB12010,target,P21709,Humans
13320,DB12010,target,P29317,Humans
13321,DB12010,target,P29320,Humans
13322,DB12010,target,P54764,Humans
13323,DB12010,target,P54756,Humans
13324,DB12010,target,Q9UF33,Humans
13325,DB12010,target,Q15375,Humans
13326,DB12010,target,P29322,Humans
13327,DB12010,target,P54762,Humans
13328,DB12010,target,P29323,Humans
13329,DB12010,target,P54760,Humans
13330,DB12010,target,O15197,Humans
13331,DB12010,target,P04626,Humans
13332,DB12010,target,Q15303,Humans
13333,DB12010,target,O75460,Humans
13334,DB12010,target,P16591,Humans
13335,DB12010,target,P07332,Humans
13336,DB12010,target,P11362,Humans
13337,DB12010,target,P21802,Humans
13338,DB12010,target,P22607,Humans
13339,DB12010,target,P09769,Humans
13340,DB12010,target,P17948,Humans
13341,DB12010,target,P36888,Humans
13342,DB12010,target,P35916,Humans
13343,DB12010,target,P42345,Humans
13344,DB12010,target,P42685,Humans
13345,DB12010,target,P06241,Humans
13346,DB12010,target,O14976,Humans
13347,DB12010,target,P49840,Humans
13348,DB12010,target,P49841,Humans
13349,DB12010,target,P08631,Humans
13350,DB12010,target,Q9H2X6,Humans
13351,DB12010,target,Q9H422,Humans
13352,DB12010,target,Q9UPZ9,Humans
13353,DB12010,target,O14920,Humans
13354,DB12010,target,Q14164,Humans
13355,DB12010,target,P06213,Humans
13356,DB12010,target,P14616,Humans
13357,DB12010,target,P51617,Humans
13358,DB12010,target,Q9Y616,Humans
13359,DB12010,target,Q9NWZ3,Humans
13360,DB12010,target,Q08881,Humans
13361,DB12010,target,O60674,Humans
13362,DB12010,target,P52333,Humans
13363,DB12010,target,P35968,Humans
13364,DB12010,target,Q9Y2K2,Humans
13365,DB12010,target,P10721,Humans
13366,DB12010,target,O95835,Humans
13367,DB12010,target,P06239,Humans
13368,DB12010,target,P53667,Humans
13369,DB12010,target,P53671,Humans
13370,DB12010,target,Q5S007,Humans
13371,DB12010,target,P29376,Humans
13372,DB12010,target,P07948,Humans
13373,DB12010,target,P36507,Humans
13374,DB12010,target,P46734,Humans
13375,DB12010,target,Q13163,Humans
13376,DB12010,target,P52564,Humans
13377,DB12010,target,Q13233,Humans
13378,DB12010,target,Q02779,Humans
13379,DB12010,target,Q16584,Humans
13380,DB12010,target,Q12852,Humans
13381,DB12010,target,O43283,Humans
13382,DB12010,target,Q6ZN16,Humans
13383,DB12010,target,Q9Y2U5,Humans
13384,DB12010,target,Q99759,Humans
13385,DB12010,target,Q9Y6R4,Humans
13386,DB12010,target,O95382,Humans
13387,DB12010,target,P80192,Humans
13388,DB12010,target,Q92918,Humans
13389,DB12010,target,Q12851,Humans
13390,DB12010,target,Q8IVH8,Humans
13391,DB12010,target,O95819,Humans
13392,DB12010,target,Q9Y4K4,Humans
13393,DB12010,target,P53779,Humans
13394,DB12010,target,O15264,Humans
13395,DB12010,target,Q16539,Humans
13396,DB12010,target,Q8TD08,Humans
13397,DB12010,target,P31152,Humans
13398,DB12010,target,Q13164,Humans
13399,DB12010,target,P45984,Humans
13400,DB12010,target,Q8IW41,Humans
13401,DB12010,target,Q9P0L2,Humans
13402,DB12010,target,Q7KZI7,Humans
13403,DB12010,target,P27448,Humans
13404,DB12010,target,Q96L34,Humans
13405,DB12010,target,Q7Z460,Humans
13406,DB12010,target,Q9Y2H9,Humans
13407,DB12010,target,P42679,Humans
13408,DB12010,target,Q14680,Humans
13409,DB12010,target,Q12866,Humans
13410,DB12010,target,Q8N4C8,Humans
13411,DB12010,target,Q9BUB5,Humans
13412,DB12010,target,Q9HBH9,Humans
13413,DB12010,target,Q04912,Humans
13414,DB12010,target,O15146,Humans
13415,DB12010,target,Q15746,Humans
13416,DB12010,target,Q9H1R3,Humans
13417,DB12010,target,Q32MK0,Humans
13418,DB12010,target,Q86YV6,Humans
13419,DB12010,target,Q8NEV4,Humans
13420,DB12010,target,Q96PY6,Humans
13421,DB12010,target,Q8NG66,Humans
13422,DB12010,target,P51955,Humans
13423,DB12010,target,P51956,Humans
13424,DB12010,target,P51957,Humans
13425,DB12010,target,Q6P3R8,Humans
13426,DB12010,target,Q8TD19,Humans
13427,DB12010,target,P04629,Humans
13428,DB12010,target,Q16620,Humans
13429,DB12010,target,Q16288,Humans
13430,DB12010,target,O60285,Humans
13431,DB12010,target,Q9H093,Humans
13432,DB12010,target,O95747,Humans
13433,DB12010,target,Q13153,Humans
13434,DB12010,target,Q13177,Humans
13435,DB12010,target,O75914,Humans
13436,DB12010,target,O96013,Humans
13437,DB12010,target,Q9NQU5,Humans
13438,DB12010,target,Q9P286,Humans
13439,DB12010,target,Q00536,Humans
13440,DB12010,target,Q00537,Humans
13441,DB12010,target,P16234,Humans
13442,DB12010,target,P09619,Humans
13443,DB12010,target,O15530,Humans
13444,DB12010,target,Q96Q40,Humans
13445,DB12010,target,Q16816,Humans
13446,DB12010,target,Q9UBF8,Humans
13447,DB12010,target,O00750,Humans
13448,DB12010,target,O75747,Humans
13449,DB12010,target,O00329,Humans
13450,DB12010,target,P48736,Humans
13451,DB12010,target,P11309,Humans
13452,DB12010,target,Q86V86,Humans
13453,DB12010,target,P78356,Humans
13454,DB12010,target,Q8TBX8,Humans
13455,DB12010,target,Q99640,Humans
13456,DB12010,target,Q16512,Humans
13457,DB12010,target,Q16513,Humans
13458,DB12010,target,P53350,Humans
13459,DB12010,target,Q9NYY3,Humans
13460,DB12010,target,Q9H4B4,Humans
13461,DB12010,target,O00444,Humans
13462,DB12010,target,Q13131,Humans
13463,DB12010,target,P22694,Humans
13464,DB12010,target,Q05655,Humans
13465,DB12010,target,Q02156,Humans
13466,DB12010,target,P05129,Humans
13467,DB12010,target,P41743,Humans
13468,DB12010,target,Q04759,Humans
13469,DB12010,target,Q15139,Humans
13470,DB12010,target,Q13237,Humans
13471,DB12010,target,Q13523,Humans
13472,DB12010,target,Q05397,Humans
13473,DB12010,target,Q14289,Humans
13474,DB12010,target,Q13882,Humans
13475,DB12010,target,P04049,Humans
13476,DB12010,target,P07949,Humans
13477,DB12010,target,Q9BRS2,Humans
13478,DB12010,target,Q9BVS4,Humans
13479,DB12010,target,O14730,Humans
13480,DB12010,target,Q13546,Humans
13481,DB12010,target,O43353,Humans
13482,DB12010,target,P57078,Humans
13483,DB12010,target,O75116,Humans
13484,DB12010,target,P08922,Humans
13485,DB12010,target,Q15418,Humans
13486,DB12010,target,P51812,Humans
13487,DB12010,target,Q52WX2,Humans
13488,DB12010,target,P0C264,Humans
13489,DB12010,target,Q96BR1,Humans
13490,DB12010,target,P57059,Humans
13491,DB12010,target,Q9H0K1,Humans
13492,DB12010,target,Q9H2G2,Humans
13493,DB12010,target,Q9NRH2,Humans
13494,DB12010,target,P12931,Humans
13495,DB12010,target,Q9H3Y6,Humans
13496,DB12010,target,O94804,Humans
13497,DB12010,target,O75716,Humans
13498,DB12010,target,Q9UEE5,Humans
13499,DB12010,target,O94768,Humans
13500,DB12010,target,Q8WU08,Humans
13501,DB12010,enzyme,P08684,Humans
13502,DB12010,enzyme,O60656,Humans
13503,DB12010,transporter,Q9UNQ0,Humans
13504,DB12010,transporter,Q2M3G0,Humans
13505,DB12015,target,P42336,Humans
13506,DB12015,enzyme,P08684,Humans
13507,DB12015,enzyme,P11712,Humans
13508,DB12015,enzyme,P10632,Humans
13509,DB12015,enzyme,P33261,Humans
13510,DB12015,transporter,Q9UNQ0,Humans
13511,DB12015,transporter,P08183,Humans
13512,DB12020,target,P33815,Variola virus (isolate Human/India/Ind3/1967)
13513,DB12020,enzyme,P22309,Humans
13514,DB12020,enzyme,P22310,Humans
13515,DB12026,target,B0B3C9,Hepatitis C Virus
13516,DB12026,enzyme,P08684,Humans
13517,DB12026,enzyme,P05177,Humans
13518,DB12026,enzyme,P10632,Humans
13519,DB12026,transporter,P08183,Humans
13520,DB12026,transporter,Q9UNQ0,Humans
13521,DB12026,transporter,Q9Y6L6,Humans
13522,DB12026,transporter,Q9NPD5,Humans
13523,DB12035,transporter,P08183,Humans
13524,DB12070,target,F5HC79,Human Cytomegalovirus
13525,DB12070,target,F5HGI9,Human Cytomegalovirus
13526,DB12070,target,F5HCU8,Human Cytomegalovirus
13527,DB12070,enzyme,P22309,Humans
13528,DB12070,enzyme,P35503,Humans
13529,DB12070,enzyme,P10635,Humans
13530,DB12070,enzyme,P10632,Humans
13531,DB12070,enzyme,P33261,Humans
13532,DB12070,enzyme,P11712,Humans
13533,DB12070,enzyme,P20813,Humans
13534,DB12070,enzyme,P08684,Humans
13535,DB12070,enzyme,P20815,Humans
13536,DB12070,enzyme,P24462,Humans
13537,DB12070,enzyme,Q9HB55,Humans
13538,DB12070,transporter,Q9Y6L6,Humans
13539,DB12070,transporter,Q9NPD5,Humans
13540,DB12070,transporter,P08183,Humans
13541,DB12070,transporter,Q9UNQ0,Humans
13542,DB12070,transporter,O95342,Humans
13543,DB12070,transporter,Q8TCC7,Humans
13544,DB12070,transporter,Q92887,Humans
13545,DB12095,target,Q8IWU9,Humans
13546,DB12095,target,P17752,Humans
13547,DB12107,target,P05364,Enterobacter cloacae
13548,DB12107,target,Q9F663,Klebsiella pneumoniae
13549,DB12107,target,Q93LQ9,Klebsiella pneumoniae
13550,DB12107,target,A0A068JFB7,Escherichia coli
13551,DB12107,target,P0AD64,Klebsiella pneumoniae
13552,DB12107,target,P62593,Escherichia coli
13553,DB12107,target,Q9X757,Klebsiella pneumoniae
13554,DB12107,target,Q53IN1,Klebsiella pneumoniae
13555,DB12130,target,Q9UM73,Humans
13556,DB12130,enzyme,P20815,Humans
13557,DB12130,enzyme,P20813,Humans
13558,DB12130,enzyme,P10632,Humans
13559,DB12130,enzyme,P33261,Humans
13560,DB12130,enzyme,P35503,Humans
13561,DB12141,target,P36888,Humans
13562,DB12141,target,P30530,Humans
13563,DB12141,target,Q9UM73,Humans
13564,DB12141,enzyme,P08684,Humans
13565,DB12141,carrier,P02768,Humans
13566,DB12141,transporter,P08183,Humans
13567,DB12141,transporter,Q96FL8,Humans
13568,DB12141,transporter,Q9UNQ0,Humans
13569,DB12141,transporter,O15245,Humans
13570,DB12147,target,P11362,Humans
13571,DB12147,target,P21802,Humans
13572,DB12147,target,P22607,Humans
13573,DB12147,target,P22455,Humans
13574,DB12147,target,O43519,Humans
13575,DB12147,target,P07333,Humans
13576,DB12147,target,P16234,Humans
13577,DB12147,target,P09619,Humans
13578,DB12147,target,P10721,Humans
13579,DB12147,target,P35968,Humans
13580,DB12147,enzyme,P11712,Humans
13581,DB12147,enzyme,P08684,Humans
13582,DB12147,transporter,P08183,Humans
13583,DB12147,transporter,O15244,Humans
13584,DB12153,target,A0A0H2UQB5,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
13585,DB12161,target,Q05940,Humans
13586,DB12161,enzyme,P16152,Humans
13587,DB12161,enzyme,O75828,Humans
13588,DB12161,enzyme,P10635,Humans
13589,DB12161,enzyme,P05177,Humans
13590,DB12161,enzyme,P20815,Humans
13591,DB12161,enzyme,P08684,Humans
13592,DB12243,transporter,Q4U2R8,Humans
13593,DB12243,transporter,Q8TCC7,Humans
13594,DB12245,enzyme,P05177,Humans
13595,DB12245,enzyme,P11712,Humans
13596,DB12245,enzyme,P08684,Humans
13597,DB12245,enzyme,P04798,Humans
13598,DB12245,enzyme,Q16678,Humans
13599,DB12245,enzyme,P33261,Humans
13600,DB12245,enzyme,P10635,Humans
13601,DB12245,enzyme,P11509,Humans
13602,DB12245,enzyme,P10632,Humans
13603,DB12245,enzyme,P20813,Humans
13604,DB12267,target,Q9UM73,Humans
13605,DB12267,target,P00533,Humans
13606,DB12267,target,P00519,Humans
13607,DB12267,target,P08069,Humans
13608,DB12267,target,P36888,Humans
13609,DB12267,target,P06213,Humans
13610,DB12267,target,P08581,Humans
13611,DB12267,target,Q15303,Humans
13612,DB12267,target,P04626,Humans
13613,DB12267,enzyme,P10632,Humans
13614,DB12267,enzyme,P08684,Humans
13615,DB12267,transporter,Q2M3G0,Humans
13616,DB12267,transporter,Q9UNQ0,Humans
13617,DB12267,transporter,O15245,Humans
13618,DB12267,transporter,Q96FL8,Humans
13619,DB12267,transporter,Q86VL8,Humans
13620,DB12278,target,P11229,Humans
13621,DB12278,target,P08172,Humans
13622,DB12278,target,P20309,Humans
13623,DB12278,target,P08173,Humans
13624,DB12278,target,P08912,Humans
13625,DB12278,target,Q13936,Humans
13626,DB12278,target,P35348,Humans
13627,DB12278,enzyme,P08684,Humans
13628,DB12278,enzyme,Q01740,Humans
13629,DB12278,enzyme,P31513,Humans
13630,DB12301,target,Q72547,Human immunodeficiency virus 1
13631,DB12301,enzyme,P08684,Humans
13632,DB12301,enzyme,P20815,Humans
13633,DB12328,target,P35869,Humans
13634,DB12329,target,P0A7V8,Escherichia coli (strain K12)
13635,DB12329,enzyme,P08684,Humans
13636,DB12329,enzyme,P21397,Humans
13637,DB12332,target,P09874,Humans
13638,DB12332,target,Q9UGN5,Humans
13639,DB12332,target,Q9Y6F1,Humans
13640,DB12332,enzyme,P10635,Humans
13641,DB12332,enzyme,P05177,Humans
13642,DB12332,enzyme,P08684,Humans
13643,DB12332,enzyme,P20815,Humans
13644,DB12332,enzyme,P24462,Humans
13645,DB12332,enzyme,Q9HB55,Humans
13646,DB12332,enzyme,P33261,Humans
13647,DB12332,enzyme,P11712,Humans
13648,DB12332,enzyme,P10632,Humans
13649,DB12332,enzyme,P22309,Humans
13650,DB12332,transporter,P08183,Humans
13651,DB12332,transporter,Q9UNQ0,Humans
13652,DB12332,transporter,Q96FL8,Humans
13653,DB12332,transporter,Q86VL8,Humans
13654,DB12332,transporter,O15245,Humans
13655,DB12332,transporter,O15439,Humans
13656,DB12332,transporter,Q9Y6L6,Humans
13657,DB12332,transporter,Q9NPD5,Humans
13658,DB12332,transporter,Q4U2R8,Humans
13659,DB12332,transporter,Q8TCC7,Humans
13660,DB12364,target,P00742,Humans
13661,DB12364,enzyme,P00734,Humans
13662,DB12364,transporter,P08183,Humans
13663,DB12364,transporter,Q12809,Humans
13664,DB12371,target,Q9H228,Humans
13665,DB12371,target,P21453,Humans
13666,DB12371,enzyme,P08684,Humans
13667,DB12371,enzyme,P11712,Humans
13668,DB12377,target,P62593,Escherichia coli
13669,DB12377,target,P0AD63,Escherichia coli
13670,DB12377,target,Q93LQ9,Klebsiella pneumoniae
13671,DB12377,target,P05364,Enterobacter cloacae
13672,DB12377,transporter,Q8TCC7,Humans
13673,DB12377,transporter,Q9NSA0,Humans
13674,DB12377,transporter,Q96FL8,Humans
13675,DB12377,transporter,Q86VL8,Humans
13676,DB12455,target,P0A7V3,Escherichia coli (strain K12)
13677,DB12455,target,P02359,Escherichia coli (strain K12)
13678,DB12455,target,P0A7W7,Escherichia coli (strain K12)
13679,DB12455,target,P0A7U3,Escherichia coli (strain K12)
13680,DB12455,target,P0AG59,Escherichia coli (strain K12)
13681,DB12455,carrier,P02768,Humans
13682,DB12455,transporter,P08183,Humans
13683,DB12457,target,Q16602,Humans
13684,DB12457,enzyme,P08684,Humans
13685,DB12457,enzyme,P11712,Humans
13686,DB12457,transporter,P08183,Humans
13687,DB12457,transporter,Q9UNQ0,Humans
13688,DB12457,transporter,Q9Y6L6,Humans
13689,DB12457,transporter,Q8TCC7,Humans
13690,DB12457,transporter,Q9NPD5,Humans
13691,DB12457,transporter,O15244,Humans
13692,DB12457,transporter,Q96FL8,Humans
13693,DB12466,target,Q809M3,Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A)
13694,DB12466,enzyme,Q06278,Humans
13695,DB12466,enzyme,P47989,Humans
13696,DB12466,enzyme,P10632,Humans
13697,DB12466,enzyme,P05181,Humans
13698,DB12466,carrier,P02768,Humans
13699,DB12466,transporter,P08183,Humans
13700,DB12466,transporter,Q4U2R8,Humans
13701,DB12466,transporter,Q8TCC7,Humans
13702,DB12466,transporter,Q96S37,Humans
13703,DB12474,enzyme,P08684,Humans
13704,DB12474,enzyme,P11712,Humans
13705,DB12474,enzyme,P33261,Humans
13706,DB12483,target,P42336,Humans
13707,DB12483,target,O00329,Humans
13708,DB12483,enzyme,P08684,Humans
13709,DB12483,enzyme,P20815,Humans
13710,DB12483,enzyme,P24462,Humans
13711,DB12483,enzyme,Q9HB55,Humans
13712,DB12483,carrier,P02768,Humans
13713,DB12483,transporter,P08183,Humans
13714,DB12483,transporter,Q9UNQ0,Humans
13715,DB12483,transporter,Q86VL8,Humans
13716,DB12500,target,O60674,Humans
13717,DB12500,target,P36888,Humans
13718,DB12500,target,P23458,Humans
13719,DB12500,enzyme,P08684,Humans
13720,DB12500,enzyme,P33261,Humans
13721,DB12500,enzyme,P31513,Humans
13722,DB12500,enzyme,P10635,Humans
13723,DB12500,transporter,P08183,Humans
13724,DB12500,transporter,Q9UNQ0,Humans
13725,DB12500,transporter,Q9Y6L6,Humans
13726,DB12500,transporter,Q9NPD5,Humans
13727,DB12500,transporter,P09086,Humans
13728,DB12500,transporter,Q96FL8,Humans
13729,DB12500,transporter,Q86VL8,Humans
13730,DB12523,enzyme,P10635,Humans
13731,DB12532,target,P01350,Humans
13732,DB12532,enzyme,P08684,Humans
13733,DB12537,enzyme,P08684,Humans
13734,DB12612,target,P21453,Humans
13735,DB12612,target,Q9H228,Humans
13736,DB12612,enzyme,P51648,Humans
13737,DB12612,enzyme,P11766,Humans
13738,DB12612,enzyme,P11245,Humans
13739,DB12612,enzyme,P10632,Humans
13740,DB12612,enzyme,P27338,Humans
13741,DB12612,enzyme,Q04828,Humans
13742,DB12612,enzyme,P52895,Humans
13743,DB12612,enzyme,P08684,Humans
13744,DB12612,transporter,P27338,Humans
13745,DB12612,transporter,Q9UNQ0,Humans
13746,DB12612,transporter,P08183,Humans
13747,DB12615,target,P0AG59,Escherichia coli (strain K12)
13748,DB12615,target,L0LZJ6,Enterobacteriaceae bacterium (strain FGI 57)
13749,DB12615,transporter,Q96FL8,Humans
13750,DB12615,transporter,Q86VL8,Humans
13751,DB12674,enzyme,P08684,Humans
13752,DB12674,carrier,P02768,Humans
13753,DB12674,carrier,P02763,Humans
13754,DB12674,transporter,P08183,Humans
13755,DB12674,transporter,Q9Y6L6,Humans
13756,DB12674,transporter,Q9NPD5,Humans
13757,DB12674,transporter,O15245,Humans
13758,DB12783,target,P20711,Humans
13759,DB12789,target,Q9Y5Y4,Humans
13760,DB12808,target,P13631,Humans
13761,DB12808,target,P10826,Humans
13762,DB12808,target,P10276,Humans
13763,DB12808,enzyme,P11712,Humans
13764,DB12808,enzyme,P08684,Humans
13765,DB12808,enzyme,P10632,Humans
13766,DB12808,enzyme,P20813,Humans
13767,DB12825,target,P61182,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)
13768,DB12825,enzyme,P08684,Humans
13769,DB12825,transporter,P08183,Humans
13770,DB12836,target,P35408,Humans
13771,DB12836,carrier,P02768,Humans
13772,DB12836,transporter,P08183,Humans
13773,DB12865,target,P41180,Humans
13774,DB12887,target,Q15910,Humans
13775,DB12887,target,Q92800,Humans
13776,DB12887,enzyme,P08684,Humans
13777,DB12887,transporter,P08183,Humans
13778,DB12887,transporter,Q96FL8,Humans
13779,DB12887,transporter,Q86VL8,Humans
13780,DB12887,transporter,Q9UNQ0,Humans
13781,DB12924,target,P43700,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd)
13782,DB12924,target,P0AFI2,Escherichia coli (strain K12)
13783,DB12941,target,P10275,Humans
13784,DB12941,target,P06401,Humans
13785,DB12941,enzyme,P08684,Humans
13786,DB12941,enzyme,O60656,Humans
13787,DB12941,carrier,P02768,Humans
13788,DB12941,transporter,Q9UNQ0,Humans
13789,DB12941,transporter,P08183,Humans
13790,DB12941,transporter,Q9Y6L6,Humans
13791,DB12941,transporter,Q9NPD5,Humans
13792,DB12945,enzyme,P05177,Humans
13793,DB12952,enzyme,P08684,Humans
13794,DB12965,target,P00450,Humans
13795,DB12965,target,P02768,Humans
13796,DB12965,target,P01023,Humans
13797,DB12978,target,P07333,Humans
13798,DB12978,target,P10721,Humans
13799,DB12978,target,P36888,Humans
13800,DB12978,target,P09619,Humans
13801,DB12978,enzyme,P08684,Humans
13802,DB12978,enzyme,P22310,Humans
13803,DB12978,enzyme,P20813,Humans
13804,DB12978,enzyme,P11712,Humans
13805,DB12978,enzyme,P22309,Humans
13806,DB12978,carrier,P02768,Humans
13807,DB12978,carrier,P02763,Humans
13808,DB12978,transporter,Q96FL8,Humans
13809,DB12978,transporter,Q86VL8,Humans
13810,DB12978,transporter,Q9Y6L6,Humans
13811,DB12978,transporter,Q9NPD5,Humans
13812,DB12978,transporter,O94956,Humans
13813,DB13074,target,Q92847,Humans
13814,DB13074,enzyme,P08684,Humans
13815,DB13125,target,P40238,Humans
13816,DB13125,enzyme,Q02928,Humans
13817,DB13125,transporter,P08183,Humans
13818,DB13125,transporter,Q9UNQ0,Humans
13819,DB13136,enzyme,P11712,Humans
13820,DB13136,enzyme,P08684,Humans
13821,DB13139,target,P07550,Humans
13822,DB13139,enzyme,P08684,Humans
13823,DB13139,enzyme,P10635,Humans
13824,DB13139,transporter,Q9Y6L6,Humans
13825,DB13139,transporter,Q9NPD5,Humans
13826,DB13146,target,Q15758,Humans
13827,DB13146,target,Q9UM01,Humans
13828,DB13146,target,Q8WY07,Humans
13829,DB13146,target,P42261,Humans
13830,DB13146,target,P42262,Humans
13831,DB13146,target,P42263,Humans
13832,DB13146,target,P48058,Humans
13833,DB13146,transporter,O15439,Humans
13834,DB13153,transporter,Q9Y6L6,Humans
13835,DB13153,transporter,Q9NPD5,Humans
13836,DB13154,target,P35499,Humans
13837,DB13154,transporter,Q9NPD5,Humans
13838,DB13155,target,P10275,Humans
13839,DB13155,enzyme,O94925,Humans
13840,DB13158,target,P04150,Humans
13841,DB13158,enzyme,P08684,Humans
13842,DB13166,target,P12821,Humans
13843,DB13167,target,P35354,Humans
13844,DB13170,target,P33402,Humans
13845,DB13178,transporter,P53794,Humans
13846,DB13179,target,P49228,Deinococcus radiodurans (strain ATCC 13939 / DSM 20539 / JCM 16871 / LMG 4051 / NBRC 15346 / NCIMB 9279 / R1 / VKM B-1422)
13847,DB13179,target,P60723,Escherichia coli (strain K12)
13848,DB13179,target,O75469,Humans
13849,DB13179,enzyme,P20815,Humans
13850,DB13179,enzyme,Q9HB55,Humans
13851,DB13179,enzyme,P10632,Humans
13852,DB13179,enzyme,P08684,Humans
13853,DB13179,enzyme,P24462,Humans
13854,DB13179,transporter,P08183,Humans
13855,DB13257,target,P69905,Humans
13856,DB13257,enzyme,P00450,Humans
13857,DB13257,enzyme,P81172,Humans
13858,DB13257,enzyme,P02787,Humans
13859,DB13257,enzyme,Q9BQS7,Humans
13860,DB13257,enzyme,Q53TN4,Humans
13861,DB13257,transporter,P49281,Humans
13862,DB13257,transporter,Q9NP59,Humans
13863,DB13345,enzyme,P08684,Humans
